Customer ID,Client Segment,Country,Product ID,Product Category,Purchasing Price,Order ID,Order Date,Delivery Date,Service Level,Quantity,Planned Sales Price,Profit
1-90658685,Consumer,United Arab Emirates,Product 5,Electronics,"27,702",O-86859069,26-Dec-20,28-Dec-20,2,2,"42,938","15,236"
1-13683146,Corporate,Algeria,Product 18,Computer & Laptop,"12,308",O-31461364,2-Mar-20,3-Mar-20,1,17,"16,247","3,939"
1-36301118,Corporate,Algeria,Product 18,Computer & Laptop,"12,308",O-11183633,26-Apr-20,28-Apr-20,2,25,"16,247","3,939"
1-24634448,Corporate,Iraq,Product 19,Computer & Laptop,"15,954",O-44482464,12-Jan-20,15-Jan-20,3,21,"18,347","2,393"
1-77310222,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-02227735,6-Apr-20,9-Apr-20,3,4,"26,195","7,484"
1-60942651,Consumer,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-26516092,27-May-20,29-May-20,2,1,"29,574","10,494"
1-14394669,Corporate,United Arab Emirates,Product 3,Electronics,"24,395",O-46691439,29-Apr-20,1-May-20,2,14,"37,812","13,417"
1-75493725,Consumer,Egypt,Product 10,Furniture,"23,699",O-37257545,4-Jun-20,7-Jun-20,3,2,"29,624","5,925"
1-29237171,Corporate,Morocco,Product 7,Electronics,"36,081",O-71712925,11-Oct-20,14-Oct-20,3,23,"47,988","11,907"
1-42233693,Corporate,Morocco,Product 13,Furniture,"50,443",O-36934225,8-Nov-20,9-Nov-20,1,9,"67,089","16,646"
1-27418051,Corporate,Algeria,Product 13,Furniture,"50,443",O-80512746,29-Apr-20,30-Apr-20,1,22,"65,071","14,628"
1-39135844,Corporate,United Arab Emirates,Product 1,Electronics,"28,272",O-58443914,13-Feb-20,14-Feb-20,1,17,"43,822","15,550"
1-73819028,Consumer,Morocco,Product 19,Computer & Laptop,"15,954",O-90287389,10-Aug-20,11-Aug-20,1,3,"21,219","5,265"
1-21695056,Corporate,Iraq,Product 15,Computer & Laptop,"23,070",O-50562169,7-Oct-20,9-Oct-20,2,17,"26,531","3,461"
1-71099640,Consumer,Egypt,Product 5,Electronics,"27,702",O-96407109,8-Dec-20,11-Dec-20,3,1,"34,628","6,926"
1-87550494,Consumer,Algeria,Product 4,Electronics,"19,232",O-04948757,22-Jul-20,23-Jul-20,1,2,"25,771","6,539"
1-67156232,Consumer,Morocco,Product 1,Electronics,"28,272",O-62326712,26-Jul-20,29-Jul-20,3,3,"37,602","9,330"
1-78025170,Consumer,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-51707803,5-Jun-20,6-Jun-20,1,3,"24,729","8,775"
1-83497420,Consumer,United Arab Emirates,Product 18,Computer & Laptop,"12,308",O-74208348,10-Sep-20,13-Sep-20,3,3,"19,077","6,769"
1-50298405,Consumer,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-84055026,12-Feb-20,13-Feb-20,1,4,"26,712","7,632"
1-66463322,Consumer,Egypt,Product 20,Computer & Laptop,"12,734",O-33226644,12-Sep-20,15-Sep-20,3,3,"15,918","3,184"
1-83424338,Consumer,Morocco,Product 20,Computer & Laptop,"12,734",O-43388346,5-Feb-20,7-Feb-20,2,1,"16,936","4,202"
1-47493820,Corporate,Algeria,Product 19,Computer & Laptop,"15,954",O-38204743,25-Jun-20,27-Jun-20,2,18,"20,581","4,627"
1-43695273,Corporate,Morocco,Product 16,Computer & Laptop,"19,080",O-52734364,18-Jan-20,21-Jan-20,3,14,"25,376","6,296"
1-80180279,Consumer,Iraq,Product 13,Furniture,"50,443",O-02798011,28-Nov-20,29-Nov-20,1,4,"58,009","7,566"
1-1543001,Corporate,Morocco,Product 7,Electronics,"36,081",O-30011542,29-Sep-20,2-Oct-20,3,9,"47,988","11,907"
1-81623445,Consumer,Saudi Arabia,Product 3,Electronics,"24,395",O-34458161,30-Apr-20,2-May-20,2,3,"34,153","9,758"
1-30377631,Corporate,Saudi Arabia,Product 1,Electronics,"28,272",O-76313036,29-Jun-20,1-Jul-20,2,23,"39,581","11,309"
1-42898233,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-82334281,12-Nov-20,13-Nov-20,1,6,"21,219","5,265"
1-33383657,Corporate,United Arab Emirates,Product 12,Furniture,"44,494",O-36573332,20-Jun-20,21-Jun-20,1,8,"68,966","24,472"
1-55611531,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-15315567,12-Apr-20,14-Apr-20,2,1,"36,733","13,034"
1-18538928,Corporate,United Arab Emirates,Product 12,Furniture,"44,494",O-89281854,29-Jun-20,2-Jul-20,3,5,"68,966","24,472"
1-64966878,Consumer,Algeria,Product 13,Furniture,"50,443",O-68786499,6-Nov-20,7-Nov-20,1,3,"65,071","14,628"
1-94051608,Consumer,Morocco,Product 5,Electronics,"27,702",O-16089401,22-Oct-20,24-Oct-20,2,1,"36,844","9,142"
1-4173828,Corporate,Egypt,Product 4,Electronics,"19,232",O-38284172,13-Aug-20,16-Aug-20,3,12,"24,040","4,808"
1-86060882,Consumer,Iraq,Product 5,Electronics,"27,702",O-08828601,24-Nov-20,26-Nov-20,2,4,"31,857","4,155"
1-39784085,Corporate,Morocco,Product 3,Electronics,"24,395",O-40853973,8-Jul-20,10-Jul-20,2,14,"32,445","8,050"
1-71727476,Consumer,United Arab Emirates,Product 4,Electronics,"19,232",O-74767171,31-Jul-20,3-Aug-20,3,2,"29,810","10,578"
1-91360320,Consumer,Algeria,Product 2,Electronics,"13,144",O-03209131,13-Oct-20,15-Oct-20,2,4,"16,561","3,417"
1-95690231,Consumer,Egypt,Product 1,Electronics,"28,272",O-02319569,28-Nov-20,30-Nov-20,2,2,"35,340","7,068"
1-68935601,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-56016894,12-Jul-20,13-Jul-20,1,1,"20,581","4,627"
1-84208557,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-85578428,27-Jan-20,29-Jan-20,2,4,"60,792","17,369"
1-98355683,Consumer,United Arab Emirates,Product 13,Furniture,"50,443",O-56839837,25-May-20,26-May-20,1,2,"78,187","27,744"
1-46432238,Corporate,Egypt,Product 7,Electronics,"36,081",O-22384648,5-Apr-20,8-Apr-20,3,10,"45,101","9,020"
1-53031665,Consumer,Saudi Arabia,Product 5,Electronics,"27,702",O-16655307,17-May-20,20-May-20,3,1,"38,783","11,081"
1-79917012,Consumer,Morocco,Product 13,Furniture,"50,443",O-70127991,27-Jun-20,29-Jun-20,2,1,"67,089","16,646"
1-27820776,Corporate,Iraq,Product 7,Electronics,"36,081",O-07762789,14-Jan-20,17-Jan-20,3,6,"41,493","5,412"
1-27994355,Corporate,Iraq,Product 12,Furniture,"44,494",O-43552799,18-Mar-20,19-Mar-20,1,21,"51,168","6,674"
1-69255303,Consumer,Morocco,Product 17,Computer & Laptop,"18,711",O-53036921,23-Jan-20,26-Jan-20,3,4,"24,886","6,175"
1-33094786,Corporate,United Arab Emirates,Product 10,Furniture,"23,699",O-47863309,13-Sep-20,15-Sep-20,2,18,"36,733","13,034"
1-62805044,Consumer,Iraq,Product 17,Computer & Laptop,"18,711",O-50446285,16-Feb-20,17-Feb-20,1,1,"21,518","2,807"
1-47309551,Corporate,Egypt,Product 17,Computer & Laptop,"18,711",O-95514737,20-Sep-20,21-Sep-20,1,20,"23,389","4,678"
1-93116360,Consumer,United Arab Emirates,Product 15,Computer & Laptop,"23,070",O-63609318,21-May-20,24-May-20,3,2,"35,759","12,689"
1-63814239,Consumer,Iraq,Product 11,Furniture,"44,772",O-42396389,24-Nov-20,25-Nov-20,1,1,"51,488","6,716"
1-87365949,Consumer,Iraq,Product 12,Furniture,"44,494",O-59498731,20-Dec-20,22-Dec-20,2,1,"51,168","6,674"
1-39367744,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-77443935,19-May-20,20-May-20,1,18,"21,219","5,265"
1-60637339,Consumer,Morocco,Product 20,Computer & Laptop,"12,734",O-73396061,7-Jan-20,9-Jan-20,2,1,"16,936","4,202"
1-99430590,Consumer,Iraq,Product 16,Computer & Laptop,"19,080",O-05909946,29-Dec-20,30-Dec-20,1,2,"21,942","2,862"
1-85792597,Consumer,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-25978579,31-May-20,1-Jun-20,1,1,"17,231","4,923"
1-10068213,Corporate,United Arab Emirates,Product 1,Electronics,"28,272",O-82131002,4-Mar-20,7-Mar-20,3,25,"43,822","15,550"
1-20002508,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-25082008,23-Jan-20,25-Jan-20,2,15,"21,219","5,265"
1-94426302,Consumer,Algeria,Product 2,Electronics,"13,144",O-63029442,6-Aug-20,7-Aug-20,1,5,"16,561","3,417"
1-57715146,Consumer,Morocco,Product 15,Computer & Laptop,"23,070",O-51465774,27-Dec-20,29-Dec-20,2,3,"30,683","7,613"
1-15618064,Corporate,Algeria,Product 4,Electronics,"19,232",O-80641561,1-Dec-20,4-Dec-20,3,10,"25,771","6,539"
1-68669296,Consumer,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-92966867,13-Feb-20,16-Feb-20,3,1,"17,231","4,923"
1-46598908,Corporate,Egypt,Product 4,Electronics,"19,232",O-89084655,5-Jan-20,7-Jan-20,2,20,"24,040","4,808"
1-30851236,Corporate,Egypt,Product 15,Computer & Laptop,"23,070",O-12363082,21-Aug-20,22-Aug-20,1,14,"28,838","5,768"
1-68374137,Consumer,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-41376834,5-May-20,6-May-20,1,5,"17,828","5,094"
1-94298022,Consumer,Egypt,Product 12,Furniture,"44,494",O-80229429,8-May-20,10-May-20,2,2,"55,618","11,124"
1-89560474,Consumer,Egypt,Product 10,Furniture,"23,699",O-04748953,26-Nov-20,27-Nov-20,1,2,"29,624","5,925"
1-4904883,Corporate,United Arab Emirates,Product 1,Electronics,"28,272",O-48834905,15-Mar-20,17-Mar-20,2,15,"43,822","15,550"
1-89864436,Consumer,Saudi Arabia,Product 14,Furniture,"21,430",O-44368986,20-Jun-20,21-Jun-20,1,3,"30,002","8,572"
1-85659660,Consumer,Egypt,Product 10,Furniture,"23,699",O-96608565,8-Mar-20,9-Mar-20,1,2,"29,624","5,925"
1-70489147,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-91477048,1-Jul-20,4-Jul-20,3,5,"60,792","17,369"
1-11668334,Corporate,Iraq,Product 20,Computer & Laptop,"12,734",O-83341167,23-Dec-20,26-Dec-20,3,20,"14,644","1,910"
1-79707800,Consumer,Saudi Arabia,Product 10,Furniture,"23,699",O-78007972,21-Oct-20,22-Oct-20,1,4,"33,179","9,480"
1-7977880,Consumer,Saudi Arabia,Product 12,Furniture,"44,494",O-78807971,14-Apr-20,17-Apr-20,3,4,"62,292","17,798"
1-16600788,Corporate,Morocco,Product 6,Electronics,"27,960",O-07881663,13-Jan-20,16-Jan-20,3,15,"37,187","9,227"
1-9643062,Consumer,Egypt,Product 12,Furniture,"44,494",O-30629641,19-Dec-20,20-Dec-20,1,1,"55,618","11,124"
1-64505635,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-56356455,20-Dec-20,22-Dec-20,2,3,"69,397","24,625"
1-70085806,Consumer,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-58067006,18-Jul-20,21-Jul-20,3,2,"32,298","9,228"
1-45787181,Corporate,Iraq,Product 14,Furniture,"21,430",O-71814571,21-Aug-20,23-Aug-20,2,12,"24,645","3,215"
1-13160530,Corporate,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-05301319,19-Sep-20,22-Sep-20,3,9,"26,712","7,632"
1-54584203,Consumer,Saudi Arabia,Product 1,Electronics,"28,272",O-42035454,14-May-20,17-May-20,3,4,"39,581","11,309"
1-13731276,Corporate,Algeria,Product 11,Furniture,"44,772",O-12761375,14-Jul-20,15-Jul-20,1,15,"60,442","15,670"
1-43736240,Corporate,Morocco,Product 15,Computer & Laptop,"23,070",O-62404374,4-Jan-20,6-Jan-20,2,10,"30,683","7,613"
1-93522978,Consumer,Saudi Arabia,Product 9,Furniture,"57,057",O-29789354,9-Sep-20,11-Sep-20,2,4,"79,880","22,823"
1-76464972,Consumer,Egypt,Product 11,Furniture,"44,772",O-49727649,6-Sep-20,8-Sep-20,2,2,"55,965","11,193"
1-29962303,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-23032992,17-Sep-20,20-Sep-20,3,25,"88,438","31,381"
1-9441575,Consumer,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-15759444,8-Apr-20,10-Apr-20,2,3,"29,574","10,494"
1-61492858,Consumer,Algeria,Product 19,Computer & Laptop,"15,954",O-28586141,5-Oct-20,7-Oct-20,2,1,"20,581","4,627"
1-97443905,Consumer,Morocco,Product 14,Furniture,"21,430",O-39059741,20-Jun-20,23-Jun-20,3,5,"28,502","7,072"
1-79388044,Consumer,United Arab Emirates,Product 5,Electronics,"27,702",O-80447936,12-Dec-20,13-Dec-20,1,4,"42,938","15,236"
1-77414687,Consumer,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-46877745,18-May-20,21-May-20,3,4,"17,231","4,923"
1-25459449,Corporate,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-94492545,28-Feb-20,2-Mar-20,3,22,"26,195","7,484"
1-44679488,Corporate,United Arab Emirates,Product 11,Furniture,"44,772",O-94884467,18-Jan-20,20-Jan-20,2,17,"69,397","24,625"
1-75860915,Consumer,Egypt,Product 11,Furniture,"44,772",O-09157588,1-May-20,3-May-20,2,5,"55,965","11,193"
1-23527571,Corporate,Iraq,Product 15,Computer & Laptop,"23,070",O-75712357,15-Mar-20,17-Mar-20,2,13,"26,531","3,461"
1-78494438,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-44387843,7-Oct-20,9-Oct-20,2,2,"25,073","6,362"
1-73160092,Consumer,Egypt,Product 9,Furniture,"57,057",O-00927319,4-Oct-20,6-Oct-20,2,1,"71,321","14,264"
1-91217980,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-79809121,18-Feb-20,21-Feb-20,3,1,"28,838","5,768"
1-181705,Corporate,Saudi Arabia,Product 3,Electronics,"24,395",O-17051815,29-Jan-20,30-Jan-20,1,7,"34,153","9,758"
1-95294739,Consumer,Saudi Arabia,Product 14,Furniture,"21,430",O-47399529,26-Aug-20,29-Aug-20,3,1,"30,002","8,572"
1-11421237,Corporate,Iraq,Product 18,Computer & Laptop,"12,308",O-12371141,17-May-20,20-May-20,3,21,"14,154","1,846"
1-17653678,Corporate,United Arab Emirates,Product 18,Computer & Laptop,"12,308",O-36781769,21-Feb-20,22-Feb-20,1,7,"19,077","6,769"
1-32061308,Corporate,Iraq,Product 17,Computer & Laptop,"18,711",O-13083206,22-Jul-20,25-Jul-20,3,8,"21,518","2,807"
1-15030910,Corporate,Iraq,Product 17,Computer & Laptop,"18,711",O-09101507,5-Aug-20,6-Aug-20,1,23,"21,518","2,807"
1-40867754,Corporate,United Arab Emirates,Product 20,Computer & Laptop,"12,734",O-77544087,4-Jan-20,5-Jan-20,1,11,"19,738","7,004"
1-36983720,Corporate,Egypt,Product 11,Furniture,"44,772",O-37203692,7-Mar-20,8-Mar-20,1,15,"55,965","11,193"
1-71181616,Consumer,Egypt,Product 7,Electronics,"36,081",O-16167111,21-Mar-20,24-Mar-20,3,2,"45,101","9,020"
1-47782778,Corporate,Iraq,Product 18,Computer & Laptop,"12,308",O-27784778,3-Jul-20,5-Jul-20,2,24,"14,154","1,846"
1-65543437,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-34376558,13-Apr-20,14-Apr-20,1,2,"16,247","3,939"
1-62304331,Consumer,Iraq,Product 10,Furniture,"23,699",O-43316233,18-Sep-20,19-Sep-20,1,4,"27,254","3,555"
1-61674460,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-44606167,3-Nov-20,5-Nov-20,2,2,"60,792","17,369"
1-11372498,Corporate,Morocco,Product 16,Computer & Laptop,"19,080",O-24981134,11-May-20,14-May-20,3,15,"25,376","6,296"
1-47769385,Corporate,Saudi Arabia,Product 2,Electronics,"13,144",O-93854772,16-Jun-20,19-Jun-20,3,16,"18,402","5,258"
1-43714787,Corporate,Morocco,Product 7,Electronics,"36,081",O-47874378,19-Jan-20,21-Jan-20,2,6,"47,988","11,907"
1-37092907,Corporate,United Arab Emirates,Product 6,Electronics,"27,960",O-29073706,28-Jun-20,30-Jun-20,2,17,"43,338","15,378"
1-34915597,Corporate,Saudi Arabia,Product 3,Electronics,"24,395",O-55973492,26-May-20,27-May-20,1,12,"34,153","9,758"
1-17073034,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-30341702,21-Jan-20,24-Jan-20,3,23,"17,828","5,094"
1-23258510,Corporate,Algeria,Product 19,Computer & Laptop,"15,954",O-85102328,14-Sep-20,17-Sep-20,3,20,"20,581","4,627"
1-16615898,Corporate,Algeria,Product 13,Furniture,"50,443",O-58981662,21-Jun-20,22-Jun-20,1,24,"65,071","14,628"
1-56783555,Consumer,Egypt,Product 17,Computer & Laptop,"18,711",O-35555677,6-Aug-20,8-Aug-20,2,4,"23,389","4,678"
1-33621244,Corporate,Iraq,Product 19,Computer & Laptop,"15,954",O-12443362,18-Dec-20,20-Dec-20,2,7,"18,347","2,393"
1-66622370,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-23706664,4-Sep-20,7-Sep-20,3,2,"36,733","13,034"
1-3938395,Corporate,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-83953932,2-Jan-20,4-Jan-20,2,25,"29,574","10,494"
1-22261513,Corporate,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-15132229,12-Sep-20,15-Sep-20,3,19,"17,231","4,923"
1-74417032,Consumer,Egypt,Product 19,Computer & Laptop,"15,954",O-70327444,26-Mar-20,29-Mar-20,3,1,"19,943","3,989"
1-49525963,Corporate,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-59634953,17-Jun-20,19-Jun-20,2,25,"24,729","8,775"
1-9762354,Consumer,Morocco,Product 14,Furniture,"21,430",O-23549762,12-Jul-20,15-Jul-20,3,1,"28,502","7,072"
1-57857051,Consumer,Egypt,Product 18,Computer & Laptop,"12,308",O-70515786,1-Oct-20,2-Oct-20,1,4,"15,385","3,077"
1-77151077,Consumer,Morocco,Product 13,Furniture,"50,443",O-10777718,31-May-20,3-Jun-20,3,5,"67,089","16,646"
1-21425641,Corporate,Egypt,Product 16,Computer & Laptop,"19,080",O-56412142,4-Jan-20,5-Jan-20,1,24,"23,850","4,770"
1-68973129,Consumer,Saudi Arabia,Product 11,Furniture,"44,772",O-31296892,13-Jul-20,16-Jul-20,3,3,"62,681","17,909"
1-88566724,Consumer,Iraq,Product 9,Furniture,"57,057",O-67248859,14-Aug-20,16-Aug-20,2,4,"65,616","8,559"
1-43183246,Corporate,United Arab Emirates,Product 3,Electronics,"24,395",O-32464318,29-Aug-20,30-Aug-20,1,10,"37,812","13,417"
1-63874413,Consumer,Algeria,Product 10,Furniture,"23,699",O-44136382,14-May-20,17-May-20,3,1,"30,572","6,873"
1-51319136,Consumer,Iraq,Product 20,Computer & Laptop,"12,734",O-91365136,4-Dec-20,7-Dec-20,3,3,"14,644","1,910"
1-3438992,Corporate,United Arab Emirates,Product 18,Computer & Laptop,"12,308",O-89923433,10-Feb-20,11-Feb-20,1,6,"19,077","6,769"
1-33399234,Corporate,United Arab Emirates,Product 6,Electronics,"27,960",O-92343335,13-Nov-20,15-Nov-20,2,6,"43,338","15,378"
1-54150810,Consumer,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-08105418,30-Apr-20,1-May-20,1,4,"32,298","9,228"
1-6117902,Consumer,Saudi Arabia,Product 4,Electronics,"19,232",O-79026117,2-Sep-20,4-Sep-20,2,5,"26,925","7,693"
1-65657055,Consumer,Iraq,Product 1,Electronics,"28,272",O-70556567,26-Jan-20,27-Jan-20,1,3,"32,513","4,241"
1-87865253,Consumer,Saudi Arabia,Product 7,Electronics,"36,081",O-52538787,2-Nov-20,5-Nov-20,3,4,"50,513","14,432"
1-81449543,Consumer,Egypt,Product 1,Electronics,"28,272",O-95438146,14-Jul-20,15-Jul-20,1,3,"35,340","7,068"
1-65252141,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-21416526,7-Apr-20,9-Apr-20,2,2,"16,247","3,939"
1-52963560,Consumer,Morocco,Product 2,Electronics,"13,144",O-35605294,22-Sep-20,23-Sep-20,1,2,"17,482","4,338"
1-63917219,Consumer,Saudi Arabia,Product 13,Furniture,"50,443",O-72196398,15-May-20,17-May-20,2,5,"70,620","20,177"
1-79511257,Consumer,Iraq,Product 2,Electronics,"13,144",O-12577959,3-Jan-20,4-Jan-20,1,5,"15,116","1,972"
1-51641020,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-10205166,27-Jun-20,29-Jun-20,2,2,"36,733","13,034"
1-75949890,Consumer,Egypt,Product 1,Electronics,"28,272",O-98907595,8-Aug-20,11-Aug-20,3,5,"35,340","7,068"
1-19176054,Corporate,Morocco,Product 5,Electronics,"27,702",O-60541917,23-Jul-20,24-Jul-20,1,7,"36,844","9,142"
1-39657190,Corporate,Iraq,Product 15,Computer & Laptop,"23,070",O-71903963,31-Jan-20,2-Feb-20,2,22,"26,531","3,461"
1-71116493,Consumer,Iraq,Product 1,Electronics,"28,272",O-64937115,30-Dec-20,31-Dec-20,1,4,"32,513","4,241"
1-78872201,Consumer,Egypt,Product 5,Electronics,"27,702",O-22017886,18-Dec-20,21-Dec-20,3,2,"34,628","6,926"
1-52402002,Consumer,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-20025249,17-Jun-20,19-Jun-20,2,2,"26,195","7,484"
1-71410224,Consumer,Morocco,Product 12,Furniture,"44,494",O-02247143,26-May-20,27-May-20,1,4,"59,177","14,683"
1-54366967,Consumer,United Arab Emirates,Product 1,Electronics,"28,272",O-69675437,28-Dec-20,31-Dec-20,3,1,"43,822","15,550"
1-65160274,Consumer,Iraq,Product 14,Furniture,"21,430",O-02746515,9-Oct-20,12-Oct-20,3,5,"24,645","3,215"
1-34859618,Corporate,Egypt,Product 2,Electronics,"13,144",O-96183484,12-Jul-20,14-Jul-20,2,15,"16,430","3,286"
1-15345875,Corporate,Algeria,Product 7,Electronics,"36,081",O-58751539,31-Jan-20,3-Feb-20,3,7,"45,462","9,381"
1-32330618,Corporate,Algeria,Product 13,Furniture,"50,443",O-06183236,1-Dec-20,2-Dec-20,1,21,"65,071","14,628"
1-40802917,Corporate,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-29174085,29-Feb-20,2-Mar-20,2,8,"29,574","10,494"
1-8346524,Consumer,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-65248346,18-Sep-20,19-Sep-20,1,1,"29,574","10,494"
1-26283149,Corporate,Egypt,Product 4,Electronics,"19,232",O-31492627,10-May-20,13-May-20,3,21,"24,040","4,808"
1-7244562,Consumer,Morocco,Product 8,Furniture,"43,423",O-45627247,12-Oct-20,15-Oct-20,3,1,"57,753","14,330"
1-19390126,Corporate,Morocco,Product 11,Furniture,"44,772",O-01261936,14-Dec-20,17-Dec-20,3,11,"59,547","14,775"
1-5612730,Consumer,Egypt,Product 17,Computer & Laptop,"18,711",O-27305612,9-Dec-20,10-Dec-20,1,1,"23,389","4,678"
1-79417249,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-72497946,1-Jul-20,2-Jul-20,1,4,"28,838","5,768"
1-32115359,Corporate,Saudi Arabia,Product 4,Electronics,"19,232",O-53593216,17-May-20,19-May-20,2,19,"26,925","7,693"
1-91216281,Consumer,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-62819122,10-May-20,11-May-20,1,4,"17,828","5,094"
1-55218857,Consumer,Iraq,Product 15,Computer & Laptop,"23,070",O-88575525,31-Dec-20,2-Jan-21,2,4,"26,531","3,461"
1-38886014,Corporate,United Arab Emirates,Product 16,Computer & Laptop,"19,080",O-60143885,13-Jul-20,14-Jul-20,1,19,"29,574","10,494"
1-99318234,Consumer,Iraq,Product 8,Furniture,"43,423",O-82349937,25-Jan-20,27-Jan-20,2,4,"49,936","6,513"
1-95072652,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-26529508,26-Oct-20,29-Oct-20,3,4,"60,792","17,369"
1-50579995,Consumer,Morocco,Product 10,Furniture,"23,699",O-99955058,23-Nov-20,24-Nov-20,1,2,"31,520","7,821"
1-94879689,Consumer,Egypt,Product 8,Furniture,"43,423",O-96899483,5-May-20,7-May-20,2,5,"54,279","10,856"
1-11344859,Corporate,Egypt,Product 19,Computer & Laptop,"15,954",O-48591134,20-Sep-20,22-Sep-20,2,20,"19,943","3,989"
1-66223982,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-39826629,19-Jun-20,20-Jun-20,1,2,"25,073","6,362"
1-15905420,Corporate,Iraq,Product 1,Electronics,"28,272",O-54201592,25-Jul-20,26-Jul-20,1,12,"32,513","4,241"
1-50280215,Consumer,United Arab Emirates,Product 7,Electronics,"36,081",O-02155027,29-Nov-20,30-Nov-20,1,3,"55,926","19,845"
1-16994884,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-48841692,2-May-20,4-May-20,2,25,"88,438","31,381"
1-70716802,Consumer,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-68027071,24-Oct-20,27-Oct-20,3,3,"17,231","4,923"
1-45743045,Corporate,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-30454576,1-May-20,2-May-20,1,12,"26,712","7,632"
1-93381523,Consumer,United Arab Emirates,Product 13,Furniture,"50,443",O-15239334,3-Sep-20,5-Sep-20,2,2,"78,187","27,744"
1-52885854,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-58545281,29-Jan-20,31-Jan-20,2,5,"25,073","6,362"
1-48276110,Corporate,Saudi Arabia,Product 11,Furniture,"44,772",O-61104821,28-Sep-20,29-Sep-20,1,13,"62,681","17,909"
1-34119640,Corporate,United Arab Emirates,Product 20,Computer & Laptop,"12,734",O-96403411,5-Nov-20,8-Nov-20,3,25,"19,738","7,004"
1-78091900,Consumer,Egypt,Product 10,Furniture,"23,699",O-19007803,29-Jul-20,31-Jul-20,2,5,"29,624","5,925"
1-13504558,Corporate,United Arab Emirates,Product 13,Furniture,"50,443",O-45581351,18-Mar-20,19-Mar-20,1,16,"78,187","27,744"
1-8519329,Consumer,Egypt,Product 1,Electronics,"28,272",O-93298514,1-Jan-20,2-Jan-20,1,1,"35,340","7,068"
1-79142349,Consumer,Morocco,Product 6,Electronics,"27,960",O-23497911,25-Apr-20,26-Apr-20,1,5,"37,187","9,227"
1-7228329,Consumer,Morocco,Product 6,Electronics,"27,960",O-83297224,19-Sep-20,22-Sep-20,3,1,"37,187","9,227"
1-15802565,Corporate,Egypt,Product 7,Electronics,"36,081",O-25651582,2-May-20,3-May-20,1,18,"45,101","9,020"
1-51809380,Consumer,Morocco,Product 3,Electronics,"24,395",O-93805187,18-Feb-20,21-Feb-20,3,5,"32,445","8,050"
1-34782306,Corporate,United Arab Emirates,Product 14,Furniture,"21,430",O-23063478,14-Dec-20,15-Dec-20,1,17,"33,217","11,787"
1-910634,Consumer,Morocco,Product 4,Electronics,"19,232",O-06349107,20-Jun-20,22-Jun-20,2,4,"25,579","6,347"
1-98895365,Consumer,Iraq,Product 2,Electronics,"13,144",O-53659883,18-Jan-20,19-Jan-20,1,2,"15,116","1,972"
1-21090852,Corporate,Iraq,Product 4,Electronics,"19,232",O-08522105,1-Feb-20,4-Feb-20,3,21,"22,117","2,885"
1-76826955,Consumer,Saudi Arabia,Product 14,Furniture,"21,430",O-69557685,22-Mar-20,23-Mar-20,1,1,"30,002","8,572"
